label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31
maaf,0.392449,0.948037,0.393046,0.950100,0.399240,0.879783,0.391766,0.821896,0.386865,0.817950,0.375045,0.793754,0.372246,0.766213,0.374572,0.749886,0.376371,0.745756,0.379644,0.738303,0.382029,0.733549,0.382118,0.733261,0.385595,0.728065,0.386453,0.726228,0.389780,0.726963,0.392484,0.725010,0.394483,0.724627,0.396234,0.724552,0.396206,0.725278,0.398269,0.725081,0.399896,0.727476,0.399890,0.729273,0.399870,0.729682,0.401548,0.728141,0.401366,0.731758,0.402735,0.731106,0.402732,0.731069,0.401641,0.731910,0.401488,0.729920,0.400887,0.730110,0.401354,0.729818,0.399933,0.731562
maaf,0.743456,0.956493,0.738306,0.968357,0.742141,0.882579,0.704602,0.934537,0.697411,0.931679,0.700438,0.921628,0.700881,0.921694,0.699240,0.919168,0.703118,0.917373,0.705236,0.921562,0.701717,0.921805,0.700774,0.923887,0.699819,0.927191,0.701551,0.926933,0.701222,0.928669,0.702944,0.923414,0.704597,0.922968,0.704128,0.924526,0.701488,0.926783,0.701342,0.930716,0.701023,0.928911,0.700728,0.932627,0.700830,0.932760,0.702123,0.931775,0.700029,0.932507,0.700466,0.931763,0.699349,0.937412,0.699113,0.939162,0.699330,0.935741,0.697538,0.936863,0.698462,0.933288,0.697288,0.934453
maaf,0.404060,1.024729,0.403385,1.043934,0.404195,1.004072,0.395525,0.975601,0.393189,0.944221,0.392363,0.932222,0.394672,0.917818,0.399658,0.902748,0.403463,0.893517,0.409126,0.875339,0.412073,0.868591,0.415044,0.858141,0.419742,0.851880,0.421985,0.846586,0.426847,0.839620,0.428797,0.833999,0.434541,0.830639,0.437312,0.827238,0.444822,0.821516,0.448644,0.818289,0.454147,0.812950,0.461137,0.810088,0.465874,0.808195,0.469650,0.808633,0.472858,0.808936,0.481645,0.810104,0.486731,0.811414,0.491046,0.816816,0.490966,0.816705,0.493062,0.816405,0.495484,0.816637,0.498178,0.816929
maaf,0.254630,0.972372,0.262197,0.952105,0.269460,0.920350,0.274909,0.881718,0.281849,0.857293,0.280487,0.853372,0.293370,0.830807,0.304632,0.813206,0.306392,0.812446,0.321736,0.795005,0.334835,0.778945,0.338650,0.776351,0.347111,0.768986,0.359562,0.757143,0.371776,0.747768,0.375803,0.745144,0.383380,0.742777,0.390141,0.741346,0.395682,0.743206,0.399667,0.743662,0.406181,0.746849,0.408948,0.749916,0.407923,0.750327,0.408533,0.749600,0.409113,0.750902,0.408900,0.749869,0.408850,0.750040,0.408601,0.749327,0.406951,0.749931,0.405764,0.750928,0.405091,0.751612,0.404696,0.751573
maaf,0.604253,0.893076,0.582700,0.927102,0.594580,0.866940,0.592927,0.822403,0.591544,0.811477,0.593184,0.796472,0.593924,0.795545,0.602100,0.788367,0.602007,0.784295,0.603344,0.783662,0.602515,0.784119,0.602080,0.784485,0.604344,0.782456,0.606121,0.783705,0.604422,0.783332,0.604289,0.782913,0.604209,0.785372,0.603161,0.784932,0.604126,0.784459,0.604227,0.784540,0.604040,0.786213,0.602312,0.785876,0.601836,0.786124,0.601070,0.786376,0.600080,0.786568,0.600314,0.787867,0.599684,0.790133,0.601587,0.786255,0.600959,0.785441,0.600194,0.786871,0.600415,0.787184,0.600111,0.790027
maaf,0.319852,0.909067,0.315061,0.889434,0.330448,0.844821,0.336143,0.807073,0.341726,0.783692,0.342105,0.783629,0.348364,0.765283,0.351004,0.756827,0.352978,0.755782,0.355074,0.753071,0.356531,0.753239,0.358203,0.750646,0.362507,0.747941,0.364154,0.747370,0.366433,0.750915,0.367504,0.750993,0.369027,0.750069,0.373496,0.747646,0.382405,0.746600,0.386281,0.750107,0.389312,0.749272,0.394359,0.749936,0.397610,0.753823,0.397732,0.753004,0.400638,0.750239,0.399316,0.752652,0.398191,0.751491,0.398619,0.750322,0.400936,0.749927,0.401523,0.749173,0.401625,0.749530,0.401731,0.751501
maaf,0.565094,0.816151,0.571496,0.811636,0.568686,0.764057,0.562863,0.734973,0.562448,0.713432,0.557256,0.698287,0.558777,0.693488,0.559741,0.684252,0.560890,0.676710,0.560424,0.676115,0.560036,0.676909,0.560387,0.677574,0.563965,0.674102,0.563244,0.675432,0.567117,0.674739,0.565810,0.675511,0.567393,0.674995,0.568290,0.677489,0.567633,0.678762,0.570574,0.680832,0.569038,0.682379,0.568340,0.684878,0.568388,0.685346,0.570494,0.685638,0.568197,0.687598,0.568289,0.688630,0.569498,0.688714,0.569530,0.689346,0.569393,0.688546,0.569491,0.691007,0.569043,0.691932,0.570492,0.696750
maaf,0.367748,0.874743,0.354517,0.889499,0.369186,0.833995,0.369690,0.811108,0.367097,0.794112,0.369828,0.796073,0.377737,0.781746,0.380909,0.774679,0.384772,0.773374,0.384826,0.770219,0.386864,0.764787,0.388705,0.761588,0.391562,0.758112,0.393128,0.756092,0.393785,0.752796,0.395574,0.753845,0.396716,0.755730,0.399989,0.754931,0.403627,0.753865,0.404628,0.753849,0.405249,0.755050,0.406988,0.754353,0.406663,0.754549,0.405012,0.758886,0.407150,0.756734,0.408536,0.756128,0.407206,0.756229,0.407537,0.756200,0.407400,0.756331,0.403909,0.756763,0.404024,0.757318,0.404889,0.758041
maaf,0.333349,0.955586,0.332074,0.955287,0.303495,0.946260,0.332247,0.880432,0.331937,0.878480,0.338059,0.840828,0.339304,0.817716,0.344971,0.801447,0.345279,0.799346,0.350275,0.791084,0.355707,0.781783,0.356050,0.781409,0.359931,0.774678,0.361765,0.767072,0.364149,0.761319,0.365161,0.760949,0.372535,0.753461,0.374844,0.749634,0.375770,0.749042,0.379085,0.746802,0.385575,0.743748,0.391227,0.745195,0.394345,0.746080,0.395231,0.746958,0.399094,0.747114,0.399934,0.748229,0.400480,0.748413,0.400226,0.747077,0.400224,0.747861,0.399502,0.748245,0.399700,0.747947,0.400359,0.749243
maaf,0.442552,0.991781,0.431743,0.945314,0.442067,0.904852,0.442623,0.884860,0.449915,0.857661,0.457054,0.842349,0.461893,0.833612,0.465191,0.829791,0.468943,0.825233,0.475525,0.821282,0.478121,0.821764,0.483868,0.821610,0.489705,0.822568,0.495707,0.827634,0.496116,0.831836,0.498066,0.831373,0.497872,0.834468,0.501223,0.833695,0.499540,0.834106,0.500261,0.831463,0.499863,0.831515,0.498303,0.831342,0.497085,0.833712,0.497300,0.833979,0.498753,0.833152,0.496954,0.833801,0.496365,0.833260,0.496268,0.832670,0.496800,0.831083,0.496630,0.829422,0.496447,0.831883,0.494715,0.831216
maaf,0.405081,0.936403,0.408076,0.958249,0.408303,1.012460,0.425609,0.983289,0.422858,0.963119,0.432133,0.926072,0.438030,0.905769,0.445233,0.890415,0.449260,0.880860,0.450654,0.874931,0.454339,0.864170,0.456341,0.857251,0.461177,0.850972,0.462017,0.848244,0.465062,0.844441,0.469808,0.839162,0.474473,0.833614,0.477747,0.833261,0.479293,0.832724,0.482290,0.829937,0.483807,0.828893,0.486350,0.829120,0.486005,0.828137,0.488894,0.826505,0.491793,0.827086,0.492040,0.826720,0.491161,0.829630,0.493394,0.827235,0.494263,0.828728,0.494373,0.825819,0.495110,0.825840,0.495210,0.826691
maaf,0.354089,1.007893,0.352958,1.007993,0.371179,1.024616,0.362681,0.993927,0.361038,0.976262,0.360447,0.967662,0.362662,0.944567,0.366007,0.923107,0.366047,0.923273,0.377215,0.903353,0.386268,0.885499,0.396484,0.876254,0.398607,0.868042,0.407684,0.853087,0.418227,0.837565,0.427247,0.828601,0.428035,0.826496,0.435075,0.818056,0.442747,0.809030,0.443742,0.808344,0.451738,0.803637,0.457612,0.800316,0.465181,0.799112,0.463127,0.800601,0.476016,0.802012,0.487365,0.807610,0.487060,0.807570,0.494505,0.815404,0.498452,0.812415,0.501794,0.809521,0.503318,0.810663,0.503123,0.812651
maaf,0.305135,1.047578,0.314823,1.047116,0.332323,1.017325,0.320995,0.987301,0.316224,0.996740,0.325391,0.960977,0.335070,0.931003,0.349857,0.901504,0.347260,0.902624,0.361366,0.871727,0.375090,0.848725,0.377197,0.846865,0.385064,0.831651,0.395990,0.818198,0.405881,0.808343,0.410596,0.804226,0.414057,0.799213,0.423674,0.792843,0.430518,0.790376,0.430911,0.789165,0.439568,0.787870,0.450699,0.786085,0.456508,0.787474,0.455129,0.789527,0.459175,0.791717,0.464861,0.791646,0.463991,0.793190,0.467398,0.796132,0.469128,0.800141,0.475382,0.804481,0.473415,0.804616,0.482804,0.811141
maaf,0.309146,0.934664,0.296437,0.927247,0.298556,0.910469,0.297476,0.877595,0.307720,0.861738,0.314621,0.833072,0.315662,0.808222,0.318674,0.791047,0.318042,0.792322,0.323608,0.781026,0.327941,0.771309,0.329555,0.767377,0.334361,0.763404,0.340968,0.759839,0.342213,0.753592,0.342980,0.752361,0.345670,0.750039,0.351828,0.747143,0.355120,0.745510,0.355897,0.745777,0.358973,0.746699,0.365285,0.746276,0.368274,0.745581,0.374433,0.742146,0.378721,0.744450,0.383970,0.745100,0.385205,0.743549,0.387512,0.751172,0.388873,0.752481,0.389230,0.752346,0.389222,0.752476,0.389161,0.752656
maaf,0.647693,0.872319,0.661523,0.861965,0.642230,0.816979,0.639051,0.777406,0.650709,0.758783,0.636274,0.716941,0.636210,0.721888,0.647962,0.690419,0.651257,0.681176,0.650892,0.676545,0.655493,0.664648,0.660241,0.659607,0.664224,0.661569,0.665252,0.662526,0.665323,0.668176,0.665442,0.667890,0.668759,0.672502,0.664250,0.674777,0.670259,0.675389,0.671967,0.683175,0.670479,0.685457,0.670749,0.683543,0.670042,0.691273,0.670155,0.699515,0.668149,0.702069,0.668056,0.702437,0.670569,0.701549,0.670371,0.704068,0.670046,0.702349,0.671060,0.704339,0.670072,0.703876,0.670349,0.705407
maaf,0.358443,0.954849,0.313077,0.995912,0.369252,1.021984,0.359349,0.984866,0.362477,0.963720,0.362791,0.953559,0.366191,0.928634,0.370070,0.910897,0.367398,0.907197,0.372745,0.887559,0.377931,0.875801,0.383245,0.865981,0.384371,0.861254,0.390007,0.848431,0.396219,0.840949,0.397734,0.835287,0.403348,0.823914,0.409593,0.812012,0.412422,0.807439,0.414482,0.800252,0.418057,0.793998,0.420235,0.791796,0.420260,0.792502,0.426722,0.790918,0.429845,0.790123,0.434932,0.789338,0.433535,0.788658,0.439477,0.789057,0.447051,0.789916,0.454448,0.793537,0.457349,0.796868,0.466330,0.807826
maaf,0.309281,0.940381,0.300164,0.952251,0.305227,0.905877,0.310064,0.868643,0.311033,0.847253,0.309353,0.849408,0.315495,0.829855,0.321443,0.815745,0.324156,0.815512,0.333575,0.803538,0.339480,0.793604,0.341703,0.785758,0.341804,0.786654,0.351233,0.775641,0.351717,0.770275,0.353597,0.767957,0.357698,0.764540,0.363937,0.758663,0.367680,0.758687,0.368625,0.758608,0.373940,0.757583,0.375901,0.755497,0.377539,0.755464,0.378117,0.755553,0.382051,0.757791,0.387298,0.760587,0.387740,0.760608,0.389050,0.761528,0.389607,0.762065,0.389958,0.758553,0.392093,0.757259,0.389272,0.760755
maaf,0.673739,1.007432,0.665911,1.020538,0.654616,0.986367,0.659776,0.973314,0.666729,0.970815,0.667093,0.969965,0.667319,0.969450,0.666959,0.967497,0.666510,0.968458,0.668803,0.968961,0.668509,0.969855,0.669480,0.969215,0.669943,0.969705,0.670801,0.972762,0.671824,0.971854,0.672585,0.971438,0.671994,0.974170,0.672426,0.973544,0.673263,0.975884,0.671794,0.977419,0.673463,0.977434,0.672859,0.978157,0.672619,0.978688,0.673518,0.974930,0.672809,0.976444,0.671445,0.978309,0.673797,0.979142,0.673628,0.979060,0.673280,0.980737,0.671991,0.980586,0.673712,0.979003,0.674033,0.975246
maaf,0.652666,0.749045,0.655419,0.751287,0.640334,0.777539,0.621509,0.810300,0.602684,0.843060,0.583859,0.875821,0.565034,0.908581,0.546209,0.941341,0.527384,0.974102,0.508559,1.006862,0.461189,1.053594,0.456074,0.984516,0.447236,0.968686,0.445247,0.945217,0.451104,0.913525,0.450480,0.893298,0.453218,0.875439,0.455135,0.863983,0.455432,0.856206,0.456886,0.850578,0.458548,0.845303,0.459597,0.842188,0.460242,0.838805,0.461860,0.832015,0.462652,0.831416,0.462760,0.824933,0.463777,0.821496,0.464785,0.817318,0.466745,0.815072,0.466921,0.813900,0.467787,0.808802,0.471036,0.805774
maaf,0.285394,0.950116,0.282566,0.951427,0.282560,0.910573,0.289120,0.872737,0.284135,0.848171,0.279579,0.851028,0.287507,0.826868,0.296854,0.809649,0.300074,0.805455,0.309645,0.795131,0.323290,0.781989,0.330972,0.774260,0.332707,0.775851,0.343679,0.764000,0.348260,0.755142,0.352948,0.751553,0.356813,0.747686,0.364024,0.744800,0.369474,0.740386,0.376817,0.737673,0.381331,0.735705,0.386505,0.736649,0.390012,0.736844,0.390024,0.736962,0.392500,0.736427,0.392019,0.737357,0.392580,0.737045,0.392638,0.737877,0.393043,0.737906,0.392961,0.737822,0.391951,0.738783,0.394276,0.737462
maaf,0.596912,0.811925,0.604108,0.795767,0.589193,0.774945,0.593139,0.761554,0.599203,0.755020,0.598819,0.755679,0.599438,0.758804,0.600944,0.762077,0.603686,0.763522,0.603373,0.765763,0.602891,0.770709,0.602428,0.772779,0.605879,0.774115,0.603724,0.778615,0.602808,0.781203,0.602065,0.792567,0.602792,0.794278,0.600524,0.803486,0.601849,0.803659,0.599595,0.806878,0.598853,0.811859,0.598877,0.815235,0.598275,0.813253,0.597007,0.819013,0.598796,0.821719,0.598010,0.827549,0.597650,0.828898,0.595437,0.831263,0.597560,0.829648,0.598450,0.830108,0.598525,0.831252,0.598165,0.834849
maaf,0.305877,0.936461,0.298009,0.957134,0.303386,0.898205,0.314355,0.841794,0.309028,0.847545,0.314651,0.813330,0.321131,0.790173,0.329600,0.776137,0.333911,0.772422,0.345363,0.760498,0.352190,0.750092,0.352634,0.746545,0.355211,0.744461,0.362213,0.745336,0.367446,0.742170,0.369762,0.741358,0.374077,0.745349,0.378706,0.748033,0.387638,0.753380,0.387844,0.752139,0.391427,0.757179,0.392586,0.758925,0.392048,0.759200,0.392900,0.757482,0.393984,0.757118,0.393363,0.756858,0.392510,0.757660,0.393870,0.755152,0.393070,0.756700,0.392310,0.756974,0.392547,0.756975,0.392376,0.758799
maaf,0.381556,1.043130,0.392946,1.030455,0.385379,0.997681,0.382185,0.979016,0.379180,0.968360,0.381976,0.941577,0.388887,0.928659,0.401342,0.905179,0.409676,0.890758,0.420944,0.868638,0.425687,0.856507,0.429183,0.851273,0.437838,0.838306,0.444831,0.827561,0.451973,0.820044,0.460839,0.812989,0.463056,0.809535,0.467015,0.808460,0.470033,0.807232,0.473523,0.805004,0.479606,0.804394,0.485124,0.803975,0.491426,0.808885,0.495933,0.811513,0.497393,0.810840,0.499684,0.812769,0.500977,0.813002,0.503334,0.813862,0.502991,0.815233,0.504719,0.814176,0.503021,0.818253,0.503585,0.818905
maaf,0.479026,1.013083,0.460722,1.057395,0.462358,1.001274,0.457383,0.981703,0.453703,0.971494,0.451055,0.951715,0.451597,0.937840,0.454039,0.924851,0.454362,0.919282,0.457163,0.908306,0.459711,0.901151,0.461791,0.892605,0.463222,0.887203,0.465653,0.881008,0.469334,0.872948,0.471968,0.863364,0.475967,0.855427,0.479353,0.847746,0.481817,0.841634,0.485961,0.836084,0.489260,0.828973,0.492371,0.825386,0.494935,0.821636,0.500554,0.815876,0.505172,0.820724,0.510000,0.819581,0.513433,0.820862,0.513052,0.820768,0.511868,0.822925,0.513567,0.822115,0.514246,0.822509,0.512738,0.823860
